amount,date,degree,lottery_nr,number,winning
,05-02-1992,,2800 ,,"7,8,11,26,27,29"
,01-02-1992,,2799 ,,"9,14,18,23,28,32"
,29-01-1992,,2798 ,,"9,14,16,27,47,49"
,25-01-1992,,2797 ,,"2,4,11,13,31,32"
,22-01-1992,,2796 ,,"11,24,26,30,40,43"
,18-01-1992,,2795 ,,"5,13,18,28,48,49"
,15-01-1992,,2794 ,,"14,16,19,32,35,44"
,11-01-1992,,2793 ,,"1,4,5,15,39,47"
,08-01-1992,,2792 ,,"31,32,35,36,38,42"
,04-01-1992,,2791 ,,"2,3,17,18,26,46"
,01-01-1992,,2790 ,,"1,7,35,37,41,47"
,13-04-1991,,2715 ,,"3,23,24,35,44,48"
,13-04-1991,,2714 ,,"2,5,11,15,28,39"
,06-04-1991,,2713 ,,"15,23,27,31,32,34"
,06-04-1991,,2712 ,,"8,23,29,30,34,36"
,30-03-1991,,2711 ,,"3,18,35,36,42,43"
,30-03-1991,,2710 ,,"23,26,27,32,42,43"
,23-03-1991,,2709 ,,"3,8,27,30,42,45"
,23-03-1991,,2708 ,,"1,25,26,28,38,48"
,16-03-1991,,2707 ,,"2,14,16,19,32,34"
,16-03-1991,,2706 ,,"3,7,9,11,32,41"
,09-03-1991,,2705 ,,"5,8,11,30,31,40"
,09-03-1991,,2704 ,,"3,9,18,22,31,46"
,02-03-1991,,2703 ,,"11,27,34,35,36,46"
,25-01-1981,,1648 ,,"8,18,19,20,25,34"
,18-01-1981,,1647 ,,"5,6,14,28,32,42"
,18-01-1981,,1646 ,,"3,5,6,36,44,49"
,11-01-1981,,1645 ,,"4,23,25,30,35,46"
,11-01-1981,,1644 ,,"21,22,26,40,45,47"
,04-01-1981,,1643 ,,"1,8,14,42,43,49"
,04-01-1981,,1642 ,,"7,25,32,34,36,40"
,16-01-1983,,1855 ,,"2,6,11,43,46,49"
,16-01-1983,,1854 ,,"9,18,19,30,38,39"
,09-01-1983,,1853 ,,"16,21,24,27,31,34"
,09-01-1983,,1852 ,,"9,14,25,27,28,43"
,02-01-1983,,1851 ,,"14,25,30,33,35,45"
,02-01-1983,,1850 ,,"5,13,18,20,26,42"
,08-03-1986,,2182 ,,"2,11,13,31,37,41"
,01-03-1986,,2181 ,,"10,27,31,35,39,49"
,01-03-1986,,2180 ,,"8,10,19,28,32,42"
,22-02-1986,,2179 ,,"1,14,28,31,40,41"
,22-02-1986,,2178 ,,"12,19,23,30,33,42"
,15-02-1986,,2177 ,,"2,5,7,18,42,47"
,15-02-1986,,2176 ,,"22,25,31,32,36,39"
,08-02-1986,,2175 ,,"2,3,6,11,14,23"
,08-02-1986,,2174 ,,"6,10,25,29,32,42"
,01-02-1986,,2173 ,,"3,7,11,14,19,28"
,01-02-1986,,2172 ,,"1,11,15,32,46,47"
,25-01-1986,,2171 ,,"4,15,21,25,37,47"
,25-01-1986,,2170 ,,"11,14,27,29,39,49"
,18-01-1986,,2169 ,,"17,20,21,29,32,39"
,18-01-1986,,2168 ,,"5,32,33,34,39,41"
,11-01-1986,,2167 ,,"4,18,19,34,36,37"
,11-01-1986,,2166 ,,"6,16,25,30,33,35"
,04-01-1986,,2165 ,,"17,21,32,33,34,44"
,14-02-1987,,2280 ,,"3,8,9,11,40,41"
,07-02-1987,,2279 ,,"14,19,21,28,31,44"
,07-02-1987,,2278 ,,"6,9,10,26,27,37"
,31-01-1987,,2277 ,,"6,11,18,19,24,31"
,31-01-1987,,2276 ,,"19,25,26,36,40,41"
,24-01-1987,,2275 ,,"8,9,16,24,35,37"
,24-01-1987,,2274 ,,"4,14,27,35,36,46"
,17-01-1987,,2273 ,,"2,9,23,43,47,48"
,17-01-1987,,2272 ,,"9,13,25,43,44,47"
,10-01-1987,,2271 ,,"6,16,18,32,40,46"
,10-01-1987,,2270 ,,"6,11,14,17,19,33"
,03-01-1987,,2269 ,,"8,22,32,35,40,47"
,03-01-1987,,2268 ,,"2,4,30,38,47,48"
,25-02-1989,,2493 ,,"22,25,35,39,41,45"
,25-02-1989,,2492 ,,"2,3,7,9,13,46"
,18-02-1989,,2491 ,,"8,16,17,18,26,45"
,18-02-1989,,2490 ,,"1,4,8,16,19,24"
,11-02-1989,,2489 ,,"14,16,19,23,34,48"
,11-02-1989,,2488 ,,"2,10,11,12,42,48"
,04-02-1989,,2487 ,,"9,21,23,35,37,48"
,04-02-1989,,2486 ,,"6,11,30,31,35,37"
,28-01-1989,,2485 ,,"9,27,29,33,37,43"
,28-01-1989,,2484 ,,"6,30,32,36,38,40"
,21-01-1989,,2483 ,,"8,15,30,35,43,46"
,21-01-1989,,2482 ,,"3,4,5,31,35,36"
,14-01-1989,,2481 ,,"1,10,19,22,30,47"
,14-01-1989,,2480 ,,"12,19,36,38,39,42"
,07-01-1989,,2479 ,,"18,21,37,38,46,47"
,07-01-1989,,2478 ,,"8,24,29,30,32,36"
,12-03-1988,,2393 ,,"2,6,23,27,39,47"
,12-03-1988,,2392 ,,"6,7,18,23,27,38"
,05-03-1988,,2391 ,,"6,12,27,28,34,48"
,05-03-1988,,2390 ,,"14,16,19,24,37,44"
,27-02-1988,,2389 ,,"8,15,22,25,28,39"
,27-02-1988,,2388 ,,"3,29,30,31,42,47"
,20-02-1988,,2387 ,,"1,13,22,24,32,37"
,20-02-1988,,2386 ,,"3,22,29,35,41,47"
,13-02-1988,,2385 ,,"9,15,20,26,27,29"
,13-02-1988,,2384 ,,"2,8,17,38,41,42"
,06-02-1988,,2383 ,,"10,14,20,31,37,40"
,06-02-1988,,2382 ,,"4,11,19,21,27,47"
,30-01-1988,,2381 ,,"6,13,21,36,40,48"
,30-01-1988,,2380 ,,"13,26,30,32,34,46"
,23-01-1988,,2379 ,,"5,14,23,32,40,47"
,23-01-1988,,2378 ,,"9,19,22,23,30,31"
,24-02-1993,,2910 ,,"14,17,22,29,30,40"
,20-02-1993,,2909 ,,"4,11,14,20,31,41"
,17-02-1993,,2908 ,,"1,17,36,39,41,44"
,13-02-1993,,2907 ,,"3,18,27,40,47,48"
,10-02-1993,,2906 ,,"1,7,9,11,30,40"
,06-02-1993,,2905 ,,"5,7,9,15,29,35"
,03-02-1993,,2904 ,,"2,6,21,30,42,47"
,30-01-1993,,2903 ,,"3,13,15,22,23,40"
,27-01-1993,,2902 ,,"4,17,21,35,42,49"
,23-01-1993,,2901 ,,"6,7,10,12,14,24"
,20-01-1993,,2900 ,,"19,20,26,27,28,32"
,16-01-1993,,2899 ,,"5,13,21,29,39,42"
,13-01-1993,,2898 ,,"21,27,30,35,37,48"
,09-01-1993,,2897 ,,"17,21,28,30,37,45"
,06-01-1993,,2896 ,,"4,5,19,24,44,46"
,02-01-1993,,2895 ,,"8,9,11,29,41,45"
,24-07-2002,,3892 ,,"4,25,29,30,33,49"
,20-07-2002,,3891 ,,"8,22,30,32,39,41"
,17-07-2002,,3890 ,,"13,17,25,27,28,32"
,13-07-2002,,3889 ,,"8,14,33,34,40,49"
,10-07-2002,,3888 ,,"3,4,12,23,26,32"
,06-07-2002,,3887 ,,"10,11,22,25,33,45"
,03-07-2002,,3886 ,,"9,17,22,28,35,40"
,29-06-2002,,3885 ,,"14,16,27,45,47,48"
,26-06-2002,,3884 ,,"10,21,27,29,37,49"
,22-06-2002,,3883 ,,"13,17,19,35,38,41"
,19-06-2002,,3882 ,,"4,8,19,29,32,37"
,15-06-2002,,3881 ,,"4,7,16,27,41,42"
,12-06-2002,,3880 ,,"1,3,15,25,31,48"
,08-06-2002,,3879 ,,"4,8,17,43,45,48"
,05-06-2002,,3878 ,,"6,10,13,17,21,38"
,01-06-2002,,3877 ,,"8,21,28,44,45,46"
,29-05-2002,,3876 ,,"9,10,12,13,16,19"
,25-05-2002,,3875 ,,"7,24,27,29,46,49"
,22-05-2002,,3874 ,,"4,6,23,27,34,47"
,18-05-2002,,3873 ,,"1,4,5,15,20,36"
,15-05-2002,,3872 ,,"7,12,25,31,34,37"
,11-05-2002,,3871 ,,"8,9,16,38,41,45"
,08-05-2002,,3870 ,,"20,21,36,37,39,47"
,04-05-2002,,3869 ,,"12,21,28,35,39,48"
,01-05-2002,,3868 ,,"12,19,23,30,36,48"
,27-04-2002,,3867 ,,"9,10,24,27,30,39"
,17-09-2003,,4012 ,,"5,7,10,15,23,35"
,13-09-2003,,4011 ,,"2,6,19,27,38,44"
,10-09-2003,,4010 ,,"4,5,19,25,31,34"
,06-09-2003,,4009 ,,"1,5,6,21,25,27"
,03-09-2003,,4008 ,,"11,27,30,31,33,41"
,30-08-2003,,4007 ,,"2,9,15,24,37,41"
,27-08-2003,,4006 ,,"10,13,29,31,33,47"
,23-08-2003,,4005 ,,"11,12,15,16,28,33"
,20-08-2003,,4004 ,,"20,24,30,31,38,41"
,16-08-2003,,4003 ,,"2,5,10,18,23,27"
,13-08-2003,,4002 ,,"1,11,15,22,31,48"
,09-08-2003,,4001 ,,"2,10,13,29,34,48"
,06-08-2003,,4000 ,,"3,14,27,33,34,37"
,02-08-2003,,3999 ,,"4,12,13,14,15,42"
,30-07-2003,,3998 ,,"1,30,33,36,48,49"
,26-07-2003,,3997 ,,"2,5,15,28,32,40"
,23-07-2003,,3996 ,,"6,18,19,29,40,47"
,19-07-2003,,3995 ,,"7,37,38,41,44,45"
,16-07-2003,,3994 ,,"8,9,10,14,32,49"
,12-07-2003,,3993 ,,"1,3,8,14,22,40"
,09-07-2003,,3992 ,,"14,19,28,29,43,45"
,05-07-2003,,3991 ,,"6,27,29,35,37,42"
,25-08-2004,,4110 ,,"4,6,17,29,37,40"
,21-08-2004,,4109 ,,"5,11,21,22,29,31"
,18-08-2004,,4108 ,,"16,25,34,41,46,48"
,14-08-2004,,4107 ,,"11,14,32,37,38,45"
,11-08-2004,,4106 ,,"9,12,41,45,46,48"
,07-08-2004,,4105 ,,"1,21,35,40,47,48"
,04-08-2004,,4104 ,,"4,9,12,22,24,45"
,31-07-2004,,4103 ,,"5,8,18,27,37,48"
,28-07-2004,,4102 ,,"6,10,17,23,43,44"
,24-07-2004,,4101 ,,"3,5,13,26,27,46"
,21-07-2004,,4100 ,,"7,9,14,24,44,46"
,17-07-2004,,4099 ,,"17,23,24,29,36,42"
,14-07-2004,,4098 ,,"6,7,19,45,48,49"
,10-07-2004,,4097 ,,"15,16,28,35,37,44"
,07-07-2004,,4096 ,,"23,24,35,46,47,49"
,03-07-2004,,4095 ,,"7,22,30,33,40,44"
,30-06-2004,,4094 ,,"1,4,8,17,28,31"
,26-06-2004,,4093 ,,"6,13,19,29,33,38"
,23-06-2004,,4092 ,,"3,13,16,31,36,47"
,19-06-2004,,4091 ,,"6,11,20,29,34,49"
,16-06-2004,,4090 ,,"8,10,22,25,26,44"
,12-06-2004,,4089 ,,"17,18,25,27,39,40"
,20-09-2000,,3700 ,,"16,18,19,26,30,49"
,16-09-2000,,3699 ,,"7,15,16,17,31,34"
,13-09-2000,,3698 ,,"9,13,15,16,33,48"
,09-09-2000,,3697 ,,"2,11,13,31,34,37"
,06-09-2000,,3696 ,,"10,16,19,24,25,33"
,02-09-2000,,3695 ,,"5,15,16,41,42,47"
,30-08-2000,,3694 ,,"6,34,37,41,44,45"
,26-08-2000,,3693 ,,"5,6,15,27,30,38"
,23-08-2000,,3692 ,,"11,15,25,29,31,43"
,19-08-2000,,3691 ,,"13,22,33,34,37,47"
,16-08-2000,,3690 ,,"10,20,26,27,40,41"
,12-08-2000,,3689 ,,"4,9,24,39,44,45"
,09-08-2000,,3688 ,,"3,11,13,23,30,40"
,05-08-2000,,3687 ,,"9,15,22,29,36,37"
,02-08-2000,,3686 ,,"7,11,13,17,32,45"
,29-07-2000,,3685 ,,"4,17,34,35,36,46"
,26-07-2000,,3684 ,,"7,8,15,30,33,47"
,22-07-2000,,3683 ,,"8,16,17,24,27,39"
,19-07-2000,,3682 ,,"9,13,14,25,28,47"
,15-07-2000,,3681 ,,"1,17,19,28,36,46"
,12-07-2000,,3680 ,,"5,8,14,24,41,47"
,15-08-2001,,3794 ,,"4,16,17,21,25,32"
,11-08-2001,,3793 ,,"10,16,18,28,32,34"
,08-08-2001,,3792 ,,"16,18,23,27,40,46"
,04-08-2001,,3791 ,,"2,17,19,30,38,46"
,01-08-2001,,3790 ,,"11,13,23,33,38,48"
,28-07-2001,,3789 ,,"12,16,38,42,47,48"
,25-07-2001,,3788 ,,"5,6,21,23,24,36"
,21-07-2001,,3787 ,,"14,19,24,33,44,46"
,18-07-2001,,3786 ,,"6,11,16,22,30,41"
,14-07-2001,,3785 ,,"13,21,32,36,38,48"
,11-07-2001,,3784 ,,"10,29,32,33,36,47"
,07-07-2001,,3783 ,,"13,15,22,26,29,35"
,04-07-2001,,3782 ,,"5,31,36,38,40,46"
,30-06-2001,,3781 ,,"7,9,21,36,39,41"
,27-06-2001,,3780 ,,"3,33,34,40,45,46"
,23-06-2001,,3779 ,,"9,11,15,25,36,39"
,20-06-2001,,3778 ,,"2,9,23,29,34,49"
,16-06-2001,,3777 ,,"7,22,35,36,40,46"
,24-03-1990,,2604 ,,"19,20,22,26,33,40"
,17-03-1990,,2603 ,,"13,16,30,33,47,49"
,17-03-1990,,2602 ,,"10,11,12,23,25,45"
,10-03-1990,,2601 ,,"1,4,14,19,21,39"
,10-03-1990,,2600 ,,"15,24,27,28,38,42"
,03-03-1990,,2599 ,,"4,21,32,41,47,48"
,03-03-1990,,2598 ,,"6,22,26,29,34,41"
,24-02-1990,,2597 ,,"3,4,7,14,20,24"
,24-02-1990,,2596 ,,"2,28,38,39,40,41"
,17-02-1990,,2595 ,,"13,16,29,33,38,44"
,17-02-1990,,2594 ,,"2,13,15,29,37,46"
,10-02-1990,,2593 ,,"4,18,27,35,36,40"
,10-02-1990,,2592 ,,"11,13,17,34,43,49"
,03-02-1990,,2591 ,,"5,12,24,26,39,46"
,03-02-1990,,2590 ,,"1,7,24,43,45,48"
,27-01-1990,,2589 ,,"2,3,5,15,21,36"
,27-01-1990,,2588 ,,"7,13,22,24,39,42"
,20-01-1990,,2587 ,,"7,33,35,42,43,48"
,20-01-1990,,2586 ,,"6,9,10,13,35,40"
,28-07-1999,,3580 ,,"1,7,24,26,34,39"
,24-07-1999,,3579 ,,"2,11,15,23,25,40"
,21-07-1999,,3578 ,,"1,3,6,24,29,43"
,17-07-1999,,3577 ,,"2,6,23,29,33,35"
,14-07-1999,,3576 ,,"10,13,26,34,38,45"
,10-07-1999,,3575 ,,"8,19,25,27,38,47"
,07-07-1999,,3574 ,,"5,8,20,25,33,47"
,03-07-1999,,3573 ,,"7,17,21,30,46,49"
,30-06-1999,,3572 ,,"3,13,15,30,37,46"
,26-06-1999,,3571 ,,"2,12,13,25,34,36"
,23-06-1999,,3570 ,,"16,17,37,41,46,48"
,19-06-1999,,3569 ,,"19,25,28,32,35,47"
,16-06-1999,,3568 ,,"2,8,9,18,24,40"
,12-06-1999,,3567 ,,"10,19,21,23,28,41"
,09-06-1999,,3566 ,,"1,11,16,23,28,36"
,05-06-1999,,3565 ,,"3,5,9,22,28,38"
,05-09-1998,,3487 ,,"2,7,9,21,23,25"
,02-09-1998,,3486 ,,"3,10,13,23,25,29"
,29-08-1998,,3485 ,,"6,17,40,41,43,47"
,26-08-1998,,3484 ,,"7,21,23,25,32,38"
,22-08-1998,,3483 ,,"1,37,41,46,48,49"
,19-08-1998,,3482 ,,"4,12,24,27,29,43"
,15-08-1998,,3481 ,,"12,18,21,26,27,31"
,12-08-1998,,3480 ,,"7,12,13,18,23,31"
,08-08-1998,,3479 ,,"8,17,25,32,44,46"
,05-08-1998,,3478 ,,"6,19,20,29,40,47"
,01-08-1998,,3477 ,,"17,19,22,23,26,46"
,29-07-1998,,3476 ,,"1,7,11,18,25,42"
,25-07-1998,,3475 ,,"1,16,24,29,31,34"
,22-07-1998,,3474 ,,"4,6,11,22,41,46"
,18-07-1998,,3473 ,,"19,24,30,35,37,43"
,15-07-1998,,3472 ,,"2,17,18,22,25,29"
,11-07-1998,,3471 ,,"5,18,28,38,43,44"
,08-07-1998,,3470 ,,"1,11,17,26,34,35"
,04-07-1998,,3469 ,,"1,27,36,44,47,48"
,01-07-1998,,3468 ,,"7,10,23,29,36,40"
,27-06-1998,,3467 ,,"4,24,40,42,47,49"
,24-06-1998,,3466 ,,"6,9,12,30,46,49"
,20-06-1998,,3465 ,,"4,5,27,34,36,46"
,19-03-1994,,3021 ,,"3,8,18,27,34,44"
,16-03-1994,,3020 ,,"3,6,29,30,31,33"
,12-03-1994,,3019 ,,"3,6,18,23,36,41"
,09-03-1994,,3018 ,,"10,18,20,23,32,49"
,05-03-1994,,3017 ,,"4,11,23,30,34,46"
,02-03-1994,,3016 ,,"3,11,12,16,24,38"
,26-02-1994,,3015 ,,"20,24,33,36,41,45"
,23-02-1994,,3014 ,,"7,21,23,26,37,41"
,19-02-1994,,3013 ,,"2,5,8,20,28,48"
,16-02-1994,,3012 ,,"5,9,27,28,30,34"
,12-02-1994,,3011 ,,"4,6,15,20,26,42"
,09-02-1994,,3010 ,,"1,3,4,30,41,42"
,05-02-1994,,3009 ,,"1,8,17,21,31,36"
,02-02-1994,,3008 ,,"3,4,7,10,22,47"
,29-01-1994,,3007 ,,"4,10,16,25,31,39"
,26-01-1994,,3006 ,,"6,8,12,18,19,36"
,22-01-1994,,3005 ,,"5,14,15,23,29,35"
,19-01-1994,,3004 ,,"4,8,24,28,38,45"
,15-01-1994,,3003 ,,"7,11,13,15,16,38"
,20-05-1995,,3143 ,,"2,3,4,20,31,47"
,17-05-1995,,3142 ,,"9,14,32,33,41,44"
,13-05-1995,,3141 ,,"1,6,8,12,23,36"
,10-05-1995,,3140 ,,"10,20,21,26,40,46"
,06-05-1995,,3139 ,,"4,6,17,38,41,45"
,03-05-1995,,3138 ,,"3,24,28,32,41,47"
,29-04-1995,,3137 ,,"1,5,9,15,41,43"
,26-04-1995,,3136 ,,"1,13,14,23,26,31"
,22-04-1995,,3135 ,,"9,18,22,36,44,45"
,19-04-1995,,3134 ,,"5,6,9,11,17,23"
,15-04-1995,,3133 ,,"5,9,14,29,33,49"
,12-04-1995,,3132 ,,"19,20,31,38,41,42"
,08-04-1995,,3131 ,,"2,9,12,23,24,47"
,05-04-1995,,3130 ,,"4,10,21,26,42,49"
,01-04-1995,,3129 ,,"7,25,28,31,43,46"
,29-03-1995,,3128 ,,"2,4,11,25,35,37"
,25-03-1995,,3127 ,,"2,5,11,39,46,49"
,22-03-1995,,3126 ,,"11,18,21,24,41,45"
,18-03-1995,,3125 ,,"18,23,24,34,43,49"
,15-03-1995,,3124 ,,"5,8,14,28,31,38"
,11-03-1995,,3123 ,,"1,9,12,15,28,38"
,08-03-1995,,3122 ,,"6,17,19,37,39,41"
,06-03-1996,,3226 ,,"3,10,12,15,16,22"
,02-03-1996,,3225 ,,"8,23,26,29,39,46"
,28-02-1996,,3224 ,,"16,32,37,38,41,49"
,24-02-1996,,3223 ,,"4,7,17,37,38,45"
,21-02-1996,,3222 ,,"10,20,21,22,30,33"
,17-02-1996,,3221 ,,"12,18,19,40,46,49"
,14-02-1996,,3220 ,,"2,12,18,31,32,34"
,10-02-1996,,3219 ,,"3,6,15,40,44,46"
,07-02-1996,,3218 ,,"2,10,13,18,24,30"
,03-02-1996,,3217 ,,"2,4,9,15,20,40"
,31-01-1996,,3216 ,,"20,25,27,29,35,36"
,27-01-1996,,3215 ,,"13,18,29,36,37,47"
,24-01-1996,,3214 ,,"5,10,16,30,35,42"
,20-01-1996,,3213 ,,"12,15,17,31,33,49"
,17-01-1996,,3212 ,,"15,18,23,31,34,47"
,13-01-1996,,3211 ,,"10,14,24,27,36,49"
,21-05-1997,,3352 ,,"10,11,24,30,39,47"
,17-05-1997,,3351 ,,"1,18,32,40,43,46"
,14-05-1997,,3350 ,,"18,31,35,36,44,49"
,10-05-1997,,3349 ,,"5,8,20,31,32,44"
,07-05-1997,,3348 ,,"4,26,28,38,40,42"
,03-05-1997,,3347 ,,"13,22,23,24,33,42"
,30-04-1997,,3346 ,,"12,19,24,35,37,42"
,26-04-1997,,3345 ,,"10,16,24,28,34,41"
,23-04-1997,,3344 ,,"18,22,24,26,38,42"
,19-04-1997,,3343 ,,"15,24,29,32,37,45"
,16-04-1997,,3342 ,,"15,16,18,19,20,34"
,12-04-1997,,3341 ,,"1,4,7,9,26,39"
,09-04-1997,,3340 ,,"6,7,21,30,32,43"
,05-04-1997,,3339 ,,"2,3,19,27,34,40"
,02-04-1997,,3338 ,,"7,15,17,22,40,45"
,29-03-1997,,3337 ,,"3,11,14,22,23,25"
,26-03-1997,,3336 ,,"11,13,27,28,29,37"
,22-03-1997,,3335 ,,"8,18,28,29,46,49"
,19-03-1997,,3334 ,,"7,8,18,31,35,43"
,02-03-1991,,2702 ,,"11,26,27,28,42,45"
,23-02-1991,,2701 ,,"3,12,24,40,43,47"
,23-02-1991,,2700 ,,"4,10,27,29,38,39"
,16-02-1991,,2699 ,,"6,7,20,33,40,41"
,16-02-1991,,2698 ,,"3,22,25,27,28,46"
,09-02-1991,,2697 ,,"2,4,36,37,40,48"
,09-02-1991,,2696 ,,"8,24,44,45,47,49"
,02-02-1991,,2695 ,,"2,12,15,23,41,46"
,02-02-1991,,2694 ,,"24,31,36,38,46,47"
,26-01-1991,,2693 ,,"1,6,23,30,37,38"
,26-01-1991,,2692 ,,"8,11,15,17,25,49"
,19-01-1991,,2691 ,,"4,8,13,24,32,42"
,19-01-1991,,2690 ,,"7,8,11,15,23,45"
,12-01-1991,,2689 ,,"9,21,31,32,34,46"
,12-01-1991,,2688 ,,"17,31,35,46,47,49"
,04-01-1986,,2164 ,,"2,3,6,13,36,48"
,16-01-1988,,2377 ,,"6,14,21,32,37,49"
,16-01-1988,,2376 ,,"1,6,16,28,44,47"
,09-01-1988,,2375 ,,"2,5,30,32,33,38"
,09-01-1988,,2374 ,,"14,15,22,30,31,37"
,02-01-1988,,2373 ,,"3,5,17,23,27,40"
,02-01-1988,,2372 ,,"6,22,26,27,28,45"
,24-04-2002,,3866 ,,"11,13,21,35,37,43"
,20-04-2002,,3865 ,,"11,19,20,27,28,31"
,17-04-2002,,3864 ,,"3,4,10,14,43,45"
,13-04-2002,,3863 ,,"6,8,13,26,30,40"
,10-04-2002,,3862 ,,"1,17,20,30,36,41"
,06-04-2002,,3861 ,,"18,21,33,38,44,45"
,03-04-2002,,3860 ,,"4,15,25,26,38,43"
,30-03-2002,,3859 ,,"6,11,21,23,46,48"
,27-03-2002,,3858 ,,"1,9,15,21,39,46"
,23-03-2002,,3857 ,,"1,4,14,19,38,48"
,20-03-2002,,3856 ,,"4,13,16,22,34,49"
,16-03-2002,,3855 ,,"6,26,28,37,39,46"
,13-03-2002,,3854 ,,"2,4,27,30,32,48"
,09-03-2002,,3853 ,,"3,28,30,33,34,48"
,06-03-2002,,3852 ,,"7,14,16,29,32,39"
,02-03-2002,,3851 ,,"8,24,30,40,46,47"
,27-02-2002,,3850 ,,"25,26,27,33,38,41"
,23-02-2002,,3849 ,,"3,14,23,28,29,30"
,20-02-2002,,3848 ,,"7,10,11,19,27,46"
,16-02-2002,,3847 ,,"9,18,26,33,34,36"
,13-02-2002,,3846 ,,"1,15,24,33,42,43"
,09-02-2002,,3845 ,,"9,13,32,36,37,39"
,06-02-2002,,3844 ,,"16,22,27,35,39,43"
,02-02-2002,,3843 ,,"6,14,21,26,39,40"
,30-01-2002,,3842 ,,"9,12,20,26,36,39"
,26-01-2002,,3841 ,,"15,22,28,38,39,41"
,02-07-2003,,3990 ,,"4,21,29,35,38,47"
,28-06-2003,,3989 ,,"7,11,17,28,35,37"
,25-06-2003,,3988 ,,"8,12,35,38,45,49"
,21-06-2003,,3987 ,,"6,13,21,24,27,29"
,18-06-2003,,3986 ,,"1,14,36,43,46,47"
,14-06-2003,,3985 ,,"4,6,8,16,40,47"
,11-06-2003,,3984 ,,"14,18,28,36,42,48"
,07-06-2003,,3983 ,,"12,15,25,30,35,41"
,04-06-2003,,3982 ,,"1,19,23,32,35,45"
,31-05-2003,,3981 ,,"2,10,25,27,28,39"
,28-05-2003,,3980 ,,"9,18,19,23,34,42"
,24-05-2003,,3979 ,,"2,5,8,35,41,42"
,21-05-2003,,3978 ,,"23,24,28,36,40,43"
,17-05-2003,,3977 ,,"2,10,13,27,37,40"
,14-05-2003,,3976 ,,"11,12,14,29,32,46"
,10-05-2003,,3975 ,,"18,20,26,39,42,44"
,07-05-2003,,3974 ,,"6,9,16,22,24,38"
,09-06-2004,,4088 ,,"4,16,25,29,47,49"
,05-06-2004,,4087 ,,"4,12,16,25,27,29"
,02-06-2004,,4086 ,,"2,8,12,15,46,49"
,29-05-2004,,4085 ,,"13,16,22,23,28,44"
,26-05-2004,,4084 ,,"2,18,21,24,30,39"
,22-05-2004,,4083 ,,"3,6,16,18,20,33"
,19-05-2004,,4082 ,,"5,9,13,35,37,49"
,15-05-2004,,4081 ,,"6,17,19,21,28,43"
,12-05-2004,,4080 ,,"6,17,18,23,25,44"
,08-05-2004,,4079 ,,"2,9,16,28,37,43"
,05-05-2004,,4078 ,,"10,12,16,19,30,43"
,01-05-2004,,4077 ,,"8,21,22,25,36,44"
,28-04-2004,,4076 ,,"12,13,23,28,37,39"
,24-04-2004,,4075 ,,"1,14,15,28,37,41"
,21-04-2004,,4074 ,,"4,22,36,39,40,47"
,17-04-2004,,4073 ,,"14,19,24,27,30,41"
,14-04-2004,,4072 ,,"1,4,5,34,36,46"
,10-04-2004,,4071 ,,"3,11,15,18,31,34"
,07-04-2004,,4070 ,,"1,5,14,26,44,45"
,03-04-2004,,4069 ,,"21,29,30,31,37,48"
,31-03-2004,,4068 ,,"11,14,16,24,29,42"
,27-03-2004,,4067 ,,"18,25,44,46,48,49"
,24-03-2004,,4066 ,,"6,21,29,35,38,39"
,20-03-2004,,4065 ,,"14,17,18,21,38,47"
,08-07-2000,,3679 ,,"11,16,18,24,30,33"
,05-07-2000,,3678 ,,"2,3,15,46,47,49"
,01-07-2000,,3677 ,,"9,11,15,18,26,41"
,28-06-2000,,3676 ,,"8,17,21,35,36,45"
,24-06-2000,,3675 ,,"1,9,21,26,28,43"
,21-06-2000,,3674 ,,"6,32,35,41,45,49"
,17-06-2000,,3673 ,,"3,5,18,35,37,45"
,14-06-2000,,3672 ,,"7,11,21,27,32,42"
,10-06-2000,,3671 ,,"2,20,22,27,28,40"
,07-06-2000,,3670 ,,"30,31,35,39,44,45"
,03-06-2000,,3669 ,,"3,5,17,21,24,47"
,31-05-2000,,3668 ,,"3,7,9,27,35,44"
,27-05-2000,,3667 ,,"12,14,20,22,40,45"
,24-05-2000,,3666 ,,"3,13,27,30,31,49"
,20-05-2000,,3665 ,,"29,31,38,46,47,49"
,17-05-2000,,3664 ,,"4,17,25,32,36,45"
,13-05-2000,,3663 ,,"7,8,15,38,43,46"
,13-06-2001,,3776 ,,"7,9,22,23,25,43"
,09-06-2001,,3775 ,,"7,12,17,39,41,42"
,06-06-2001,,3774 ,,"14,15,18,38,41,43"
,02-06-2001,,3773 ,,"1,17,28,34,38,43"
,30-05-2001,,3772 ,,"3,14,19,24,38,39"
,26-05-2001,,3771 ,,"4,14,17,21,29,40"
,23-05-2001,,3770 ,,"11,29,34,40,42,45"
,19-05-2001,,3769 ,,"1,16,25,27,29,36"
,16-05-2001,,3768 ,,"12,14,17,34,36,43"
,12-05-2001,,3767 ,,"11,24,37,38,44,47"
,09-05-2001,,3766 ,,"23,25,32,33,36,48"
,05-05-2001,,3765 ,,"28,29,33,36,39,43"
,02-05-2001,,3764 ,,"1,9,18,28,32,40"
,28-04-2001,,3763 ,,"1,2,20,29,34,49"
,25-04-2001,,3762 ,,"1,2,20,29,30,43"
,21-04-2001,,3761 ,,"5,10,19,31,33,41"
,18-04-2001,,3760 ,,"4,10,20,21,30,45"
