amount,date,degree,lottery_nr,number,winning
,31-12-1967,,571 ,,"15,19,23,35,39,41"
,29-12-1968,,624 ,,"5,7,28,31,44,49"
,24-12-1967,,570 ,,"1,11,12,23,33,47"
,17-12-1967,,569 ,,"9,17,18,22,44,46"
,10-12-1967,,568 ,,"1,7,9,16,26,45"
,03-12-1967,,567 ,,"1,11,16,37,40,46"
,26-11-1967,,566 ,,"3,19,31,32,36,37"
,19-11-1967,,565 ,,"3,4,21,25,33,45"
,12-11-1967,,564 ,,"8,24,38,42,43,47"
,05-11-1967,,563 ,,"7,14,25,27,30,31"
,29-10-1967,,562 ,,"4,17,33,40,47,49"
,22-10-1967,,561 ,,"2,17,26,29,30,39"
,15-10-1967,,560 ,,"1,9,27,32,35,45"
,08-10-1967,,559 ,,"5,15,33,36,39,40"
,01-10-1967,,558 ,,"5,17,23,25,37,43"
,24-09-1967,,557 ,,"14,20,29,42,47,49"
,17-09-1967,,556 ,,"12,33,43,44,47,49"
,10-09-1967,,555 ,,"2,12,21,23,40,47"
,03-09-1967,,554 ,,"4,7,20,22,24,36"
,27-08-1967,,553 ,,"2,5,14,16,31,33"
,20-08-1967,,552 ,,"6,10,28,34,35,47"
,13-08-1967,,551 ,,"5,11,12,14,36,49"
,06-08-1967,,550 ,,"2,20,30,44,47,49"
,30-07-1967,,549 ,,"15,20,29,33,39,46"
,22-12-1968,,623 ,,"11,14,18,33,45,47"
,15-12-1968,,622 ,,"2,23,30,33,40,46"
,08-12-1968,,621 ,,"1,6,10,13,32,33"
,01-12-1968,,620 ,,"17,22,24,25,36,48"
,24-11-1968,,619 ,,"11,18,19,32,35,39"
,17-11-1968,,618 ,,"6,16,21,30,40,47"
,10-11-1968,,617 ,,"5,7,13,20,32,41"
,03-11-1968,,616 ,,"7,11,16,32,33,47"
,27-10-1968,,615 ,,"8,12,13,21,25,29"
,20-10-1968,,614 ,,"10,11,12,26,30,41"
,13-10-1968,,613 ,,"1,6,14,20,27,29"
,06-10-1968,,612 ,,"4,9,12,29,30,33"
,29-09-1968,,611 ,,"3,22,29,39,43,46"
,22-09-1968,,610 ,,"9,13,15,28,33,44"
,15-09-1968,,609 ,,"4,8,17,24,29,46"
,08-09-1968,,608 ,,"2,16,25,27,32,39"
,26-12-1965,,464 ,,"18,22,25,42,45,48"
,23-07-1967,,548 ,,"10,14,17,22,26,34"
,16-07-1967,,547 ,,"1,7,15,34,35,49"
,09-07-1967,,546 ,,"6,22,23,32,35,46"
,02-07-1967,,545 ,,"1,20,23,40,44,46"
,25-06-1967,,544 ,,"1,2,18,34,36,45"
,18-06-1967,,543 ,,"11,13,19,41,44,49"
,11-06-1967,,542 ,,"2,9,11,17,18,39"
,04-06-1967,,541 ,,"1,5,16,17,29,43"
,28-05-1967,,540 ,,"12,15,17,25,26,28"
,21-05-1967,,539 ,,"6,14,17,25,37,38"
,14-05-1967,,538 ,,"3,9,12,17,18,34"
,07-05-1967,,537 ,,"4,12,13,14,23,29"
,01-09-1968,,607 ,,"15,25,28,32,34,42"
,25-08-1968,,606 ,,"1,3,8,22,30,35"
,18-08-1968,,605 ,,"2,10,11,26,35,44"
,11-08-1968,,604 ,,"6,16,32,37,39,44"
,04-08-1968,,603 ,,"3,12,14,29,32,41"
,28-07-1968,,602 ,,"2,24,26,36,37,46"
,21-07-1968,,601 ,,"5,8,25,30,31,35"
,14-07-1968,,600 ,,"4,7,12,14,17,43"
,07-07-1968,,599 ,,"2,9,12,16,28,39"
,30-06-1968,,598 ,,"13,15,20,31,36,40"
,23-06-1968,,597 ,,"10,13,21,24,40,42"
,16-06-1968,,596 ,,"5,10,12,32,41,49"
,09-06-1968,,595 ,,"17,20,24,35,43,46"
,02-06-1968,,594 ,,"13,15,25,29,37,40"
,26-05-1968,,593 ,,"3,24,28,31,38,42"
,19-05-1968,,592 ,,"4,8,19,26,31,47"
,19-12-1965,,463 ,,"10,13,20,32,37,47"
,12-12-1965,,462 ,,"1,3,6,12,32,35"
,05-12-1965,,461 ,,"1,5,31,33,43,48"
,28-11-1965,,460 ,,"14,16,26,30,34,45"
,21-11-1965,,459 ,,"5,12,17,31,42,46"
,14-11-1965,,458 ,,"19,25,28,30,37,48"
,07-11-1965,,457 ,,"5,16,17,18,21,43"
,31-10-1965,,456 ,,"6,15,17,19,38,48"
,24-10-1965,,455 ,,"2,5,28,29,31,38"
,17-10-1965,,454 ,,"5,10,19,24,26,38"
,10-10-1965,,453 ,,"2,4,14,15,38,42"
,03-10-1965,,452 ,,"2,6,10,43,47,48"
,26-09-1965,,451 ,,"2,22,29,31,36,45"
,19-09-1965,,450 ,,"7,15,26,27,31,41"
,12-09-1965,,449 ,,"6,13,25,30,33,47"
,05-09-1965,,448 ,,"9,10,29,30,44,47"
,29-08-1965,,447 ,,"14,15,18,21,29,45"
,22-08-1965,,446 ,,"2,10,15,17,25,47"
,28-12-1969,,678 ,,"7,17,26,32,34,38"
,30-04-1967,,536 ,,"9,17,20,22,36,42"
,23-04-1967,,535 ,,"6,9,15,25,33,37"
,16-04-1967,,534 ,,"14,16,39,40,44,47"
,09-04-1967,,533 ,,"8,14,17,33,36,45"
,02-04-1967,,532 ,,"8,18,27,37,40,44"
,26-03-1967,,531 ,,"11,22,27,30,44,46"
,19-03-1967,,530 ,,"12,19,20,30,40,43"
,12-03-1967,,529 ,,"1,17,22,31,33,35"
,05-03-1967,,528 ,,"8,11,24,39,40,44"
,05-03-1967,,527 ,,"4,34,35,39,40,42"
,26-02-1967,,526 ,,"8,10,18,28,31,49"
,19-02-1967,,525 ,,"14,25,29,34,44,48"
,12-02-1967,,524 ,,"21,29,31,33,36,39"
,05-02-1967,,523 ,,"6,14,16,20,27,39"
,29-01-1967,,522 ,,"11,23,24,32,37,38"
,22-01-1967,,521 ,,"4,11,26,38,41,46"
,15-01-1967,,520 ,,"7,9,41,42,46,47"
,08-01-1967,,519 ,,"3,4,11,27,33,49"
,01-01-1967,,518 ,,"10,17,23,27,28,36"
,25-12-1966,,517 ,,"3,8,14,21,25,45"
,12-05-1968,,591 ,,"1,12,14,16,33,40"
,05-05-1968,,590 ,,"18,19,20,22,26,35"
,28-04-1968,,589 ,,"1,3,6,14,22,36"
,21-04-1968,,588 ,,"2,15,20,25,26,45"
,14-04-1968,,587 ,,"8,15,20,24,40,43"
,07-04-1968,,586 ,,"2,20,21,23,38,49"
,31-03-1968,,585 ,,"5,6,13,21,29,31"
,24-03-1968,,584 ,,"2,9,12,23,24,32"
,17-03-1968,,583 ,,"16,27,28,38,39,47"
,10-03-1968,,582 ,,"2,6,20,21,24,25"
,03-03-1968,,581 ,,"7,11,18,21,30,35"
,03-03-1968,,580 ,,"22,25,38,42,44,45"
,25-02-1968,,579 ,,"7,18,26,32,35,37"
,18-02-1968,,578 ,,"7,16,17,19,28,49"
,11-02-1968,,577 ,,"6,12,21,25,27,30"
,15-08-1965,,445 ,,"9,12,16,17,26,29"
,08-08-1965,,444 ,,"15,16,19,27,34,39"
,01-08-1965,,443 ,,"1,2,7,27,34,41"
,25-07-1965,,442 ,,"4,9,15,17,43,48"
,18-07-1965,,441 ,,"2,4,6,17,27,49"
,11-07-1965,,440 ,,"5,12,21,29,34,37"
,04-07-1965,,439 ,,"1,4,20,22,30,37"
,27-06-1965,,438 ,,"10,12,27,30,42,43"
,20-06-1965,,437 ,,"8,21,25,31,36,49"
,13-06-1965,,436 ,,"12,26,29,38,43,44"
,06-06-1965,,435 ,,"12,18,24,34,43,47"
,30-05-1965,,434 ,,"9,12,18,36,44,45"
,23-05-1965,,433 ,,"16,30,31,42,45,49"
,16-05-1965,,432 ,,"4,9,11,17,21,45"
,09-05-1965,,431 ,,"21,24,37,43,45,46"
,21-12-1969,,677 ,,"3,28,32,36,37,40"
,14-12-1969,,676 ,,"13,23,26,27,40,44"
,07-12-1969,,675 ,,"6,8,18,19,48,49"
,07-12-1969,,674 ,,"4,13,15,25,27,31"
,30-11-1969,,673 ,,"1,8,22,34,39,47"
,23-11-1969,,672 ,,"7,17,29,31,37,40"
,16-11-1969,,671 ,,"5,12,15,24,28,45"
,09-11-1969,,670 ,,"5,14,27,42,44,49"
,02-11-1969,,669 ,,"4,11,13,23,31,40"
,26-10-1969,,668 ,,"1,6,20,25,26,45"
,19-10-1969,,667 ,,"14,17,28,31,32,47"
,12-10-1969,,666 ,,"4,17,23,38,41,49"
,05-10-1969,,665 ,,"13,17,36,37,44,45"
,28-09-1969,,664 ,,"8,11,16,17,32,36"
,21-09-1969,,663 ,,"7,13,20,31,47,48"
,14-09-1969,,662 ,,"4,5,8,22,34,46"
,07-09-1969,,661 ,,"26,30,35,36,42,43"
,31-08-1969,,660 ,,"7,9,10,17,30,31"
,24-08-1969,,659 ,,"21,29,38,45,47,49"
,17-08-1969,,658 ,,"14,21,22,25,30,38"
,18-12-1966,,516 ,,"10,13,26,35,37,38"
,11-12-1966,,515 ,,"9,34,38,40,42,45"
,04-12-1966,,514 ,,"8,9,18,25,26,27"
,27-11-1966,,513 ,,"7,9,18,26,27,34"
,20-11-1966,,512 ,,"12,17,26,30,33,39"
,13-11-1966,,511 ,,"5,11,18,25,40,43"
,06-11-1966,,510 ,,"1,11,22,41,45,48"
,30-10-1966,,509 ,,"11,12,18,30,41,44"
,23-10-1966,,508 ,,"3,5,11,12,24,47"
,16-10-1966,,507 ,,"8,10,26,27,29,34"
,09-10-1966,,506 ,,"1,6,10,22,37,45"
,02-10-1966,,505 ,,"15,24,33,38,40,43"
,25-09-1966,,504 ,,"17,20,29,30,34,47"
,18-09-1966,,503 ,,"3,10,11,12,28,29"
,11-09-1966,,502 ,,"4,7,9,13,28,49"
,04-09-1966,,501 ,,"1,13,17,20,33,42"
,28-08-1966,,500 ,,"18,22,23,26,28,41"
,04-02-1968,,576 ,,"1,8,15,16,17,42"
,28-01-1968,,575 ,,"17,27,30,34,38,46"
,21-01-1968,,574 ,,"4,13,20,28,41,42"
,14-01-1968,,573 ,,"12,18,21,32,35,36"
,07-01-1968,,572 ,,"2,7,17,21,25,32"
,02-05-1965,,430 ,,"5,7,11,15,16,38"
,25-04-1965,,429 ,,"27,32,34,44,45,47"
,18-04-1965,,428 ,,"1,22,26,28,39,44"
,11-04-1965,,427 ,,"9,13,24,32,34,39"
,04-04-1965,,426 ,,"19,24,27,28,36,39"
,28-03-1965,,425 ,,"6,26,30,37,41,45"
,21-03-1965,,424 ,,"12,21,22,23,37,41"
,14-03-1965,,423 ,,"3,4,7,18,29,38"
,07-03-1965,,422 ,,"3,5,12,13,32,47"
,07-03-1965,,421 ,,"4,15,22,38,39,47"
,28-02-1965,,420 ,,"9,37,38,46,47,48"
,21-02-1965,,419 ,,"2,18,24,27,40,45"
,14-02-1965,,418 ,,"5,6,15,20,22,40"
,07-02-1965,,417 ,,"1,3,35,38,43,46"
,31-01-1965,,416 ,,"12,16,17,22,38,42"
,26-12-1971,,790 ,,"7,13,26,38,45,46"
,30-12-1973,,934 ,,"4,6,20,27,34,42"
,27-12-1970,,731 ,,"10,17,26,34,35,44"
,31-12-1972,,858 ,,"1,6,11,28,31,42"
,10-08-1969,,657 ,,"10,13,17,34,38,49"
,03-08-1969,,656 ,,"6,8,16,19,21,33"
,27-07-1969,,655 ,,"9,17,25,26,47,48"
,20-07-1969,,654 ,,"6,13,20,28,44,48"
,13-07-1969,,653 ,,"3,14,15,28,33,42"
,06-07-1969,,652 ,,"3,10,26,30,33,43"
,29-06-1969,,651 ,,"2,3,7,13,21,22"
,22-06-1969,,650 ,,"6,15,28,39,43,48"
,15-06-1969,,649 ,,"5,7,13,22,24,32"
,08-06-1969,,648 ,,"12,16,17,37,42,48"
,01-06-1969,,647 ,,"11,17,33,35,45,49"
,25-05-1969,,646 ,,"11,15,17,29,38,45"
,18-05-1969,,645 ,,"6,25,26,33,34,35"
,11-05-1969,,644 ,,"5,8,9,23,29,30"
,04-05-1969,,643 ,,"3,10,26,32,40,49"
,27-04-1969,,642 ,,"2,5,38,40,44,49"
,20-04-1969,,641 ,,"13,16,27,29,40,46"
,13-04-1969,,640 ,,"6,8,17,19,24,26"
,06-04-1969,,639 ,,"3,19,24,41,42,45"
,29-12-1974,,1015 ,,"17,18,19,23,28,29"
,21-08-1966,,499 ,,"4,5,20,28,31,36"
,14-08-1966,,498 ,,"10,23,27,36,38,48"
,07-08-1966,,497 ,,"1,14,24,25,33,35"
,31-07-1966,,496 ,,"1,3,24,33,35,47"
,24-07-1966,,495 ,,"2,4,23,32,35,47"
,17-07-1966,,494 ,,"4,13,14,25,27,49"
,10-07-1966,,493 ,,"4,18,22,25,36,38"
,03-07-1966,,492 ,,"5,9,13,40,42,47"
,26-06-1966,,491 ,,"1,21,24,30,43,44"
,19-06-1966,,490 ,,"2,24,25,39,46,49"
,12-06-1966,,489 ,,"4,8,10,19,26,49"
,05-06-1966,,488 ,,"13,26,27,28,41,42"
,29-05-1966,,487 ,,"5,14,18,30,34,40"
,22-05-1966,,486 ,,"2,19,22,24,41,44"
,15-05-1966,,485 ,,"23,24,28,33,43,46"
,08-05-1966,,484 ,,"8,10,15,19,23,26"
,01-05-1966,,483 ,,"1,10,24,33,36,43"
,24-04-1966,,482 ,,"1,14,15,31,33,41"
,17-04-1966,,481 ,,"4,11,20,26,29,41"
,10-04-1966,,480 ,,"9,11,33,40,42,47"
,03-04-1966,,479 ,,"1,22,23,26,30,45"
,24-01-1965,,415 ,,"23,31,36,37,38,42"
,17-01-1965,,414 ,,"6,12,25,31,33,34"
,10-01-1965,,413 ,,"3,24,25,29,31,45"
,03-01-1965,,412 ,,"5,6,16,26,36,40"
,19-12-1971,,789 ,,"3,4,8,32,39,49"
,12-12-1971,,788 ,,"3,4,6,16,45,48"
,12-12-1971,,787 ,,"3,20,27,33,40,48"
,05-12-1971,,786 ,,"15,23,30,33,45,47"
,28-11-1971,,785 ,,"17,24,26,43,46,49"
,21-11-1971,,784 ,,"14,15,27,28,29,35"
,14-11-1971,,783 ,,"2,3,11,33,44,45"
,14-11-1971,,782 ,,"1,2,5,9,10,13"
,07-11-1971,,781 ,,"4,9,13,19,35,43"
,31-10-1971,,780 ,,"6,12,32,35,37,48"
,24-10-1971,,779 ,,"6,15,27,28,29,44"
,17-10-1971,,778 ,,"2,5,17,19,42,45"
,10-10-1971,,777 ,,"3,7,23,26,45,48"
,10-10-1971,,776 ,,"11,12,25,36,42,48"
,03-10-1971,,775 ,,"2,4,15,29,33,48"
,26-09-1971,,774 ,,"1,24,30,31,38,43"
,19-09-1971,,773 ,,"1,14,17,19,21,45"
,12-09-1971,,772 ,,"19,24,27,28,34,43"
,12-09-1971,,771 ,,"4,5,23,31,39,44"
,05-09-1971,,770 ,,"5,10,14,28,34,45"
,29-08-1971,,769 ,,"17,18,22,32,33,34"
,22-08-1971,,768 ,,"2,10,11,16,30,39"
,23-12-1973,,933 ,,"1,6,18,25,42,45"
,16-12-1973,,932 ,,"9,13,18,23,45,48"
,09-12-1973,,931 ,,"14,27,30,33,39,42"
,09-12-1973,,930 ,,"6,11,16,17,21,40"
,02-12-1973,,929 ,,"13,17,28,29,48,49"
,02-12-1973,,928 ,,"29,33,42,44,45,47"
,25-11-1973,,927 ,,"6,8,33,34,47,48"
,18-11-1973,,926 ,,"1,25,38,40,46,47"
,11-11-1973,,925 ,,"8,16,42,43,44,47"
,11-11-1973,,924 ,,"1,26,34,36,42,45"
,04-11-1973,,923 ,,"12,19,26,27,33,37"
,04-11-1973,,922 ,,"3,7,22,28,44,46"
,28-10-1973,,921 ,,"9,11,13,26,29,43"
,21-10-1973,,920 ,,"3,4,10,13,23,32"
,14-10-1973,,919 ,,"6,17,20,30,41,42"
,14-10-1973,,918 ,,"32,36,40,41,44,49"
,07-10-1973,,917 ,,"1,14,20,25,47,48"
,07-10-1973,,916 ,,"3,9,12,17,28,40"
,30-09-1973,,915 ,,"1,7,25,29,37,38"
,23-09-1973,,914 ,,"6,12,13,26,30,35"
,20-12-1970,,730 ,,"3,4,12,20,33,35"
,13-12-1970,,729 ,,"3,4,8,21,22,24"
,06-12-1970,,728 ,,"21,35,42,43,44,45"
,29-11-1970,,727 ,,"4,5,22,35,36,43"
,22-11-1970,,726 ,,"1,5,7,9,38,45"
,15-11-1970,,725 ,,"12,16,34,38,42,44"
,08-11-1970,,724 ,,"11,13,20,32,33,41"
,01-11-1970,,723 ,,"5,21,29,41,44,46"
,25-10-1970,,722 ,,"21,22,23,44,46,49"
,18-10-1970,,721 ,,"3,6,11,27,39,45"
,11-10-1970,,720 ,,"14,17,21,28,29,36"
,04-10-1970,,719 ,,"2,20,27,29,33,44"
,27-09-1970,,718 ,,"19,24,26,35,42,45"
,20-09-1970,,717 ,,"3,9,11,17,22,31"
,13-09-1970,,716 ,,"4,5,11,33,44,47"
,24-12-1972,,857 ,,"11,12,15,30,33,36"
,17-12-1972,,856 ,,"1,7,16,21,26,32"
,10-12-1972,,855 ,,"1,2,3,8,33,37"
,10-12-1972,,854 ,,"7,22,34,37,41,45"
,03-12-1972,,853 ,,"3,16,19,27,41,48"
,03-12-1972,,852 ,,"5,12,23,35,36,38"
,26-11-1972,,851 ,,"12,16,17,21,32,36"
,19-11-1972,,850 ,,"1,8,23,36,38,44"
,12-11-1972,,849 ,,"15,20,26,28,35,36"
,12-11-1972,,848 ,,"14,15,34,35,45,49"
,05-11-1972,,847 ,,"1,5,14,15,28,41"
,05-11-1972,,846 ,,"2,13,16,20,24,43"
,29-10-1972,,845 ,,"14,16,21,26,32,37"
,22-10-1972,,844 ,,"5,10,18,27,36,46"
,15-10-1972,,843 ,,"14,19,24,28,47,49"
,08-10-1972,,842 ,,"13,20,21,25,40,49"
,30-03-1969,,638 ,,"12,14,15,33,39,46"
,23-03-1969,,637 ,,"1,14,15,16,30,33"
,16-03-1969,,636 ,,"12,14,20,24,31,37"
,09-03-1969,,635 ,,"6,16,24,39,46,47"
,02-03-1969,,634 ,,"10,29,30,38,39,45"
,02-03-1969,,633 ,,"2,26,29,45,46,47"
,23-02-1969,,632 ,,"1,3,11,15,42,46"
,16-02-1969,,631 ,,"7,12,13,18,21,24"
,09-02-1969,,630 ,,"16,22,34,35,41,48"
,02-02-1969,,629 ,,"2,7,13,17,25,28"
,26-01-1969,,628 ,,"2,9,17,26,30,40"
,19-01-1969,,627 ,,"3,7,13,34,35,49"
,12-01-1969,,626 ,,"3,12,14,21,34,36"
,05-01-1969,,625 ,,"2,18,28,30,34,46"
,29-12-1974,,1014 ,,"2,5,11,25,31,45"
,22-12-1974,,1013 ,,"12,17,21,34,38,47"
,22-12-1974,,1012 ,,"11,17,22,34,35,40"
,15-12-1974,,1011 ,,"1,3,21,41,43,45"
,15-12-1974,,1010 ,,"7,15,34,37,40,45"
,08-12-1974,,1009 ,,"10,13,25,43,45,47"
,08-12-1974,,1008 ,,"5,13,22,29,31,42"
,01-12-1974,,1007 ,,"2,33,35,36,37,43"
,01-12-1974,,1006 ,,"12,18,20,21,29,36"
,24-11-1974,,1005 ,,"4,18,24,30,35,36"
,24-11-1974,,1004 ,,"1,8,17,21,38,40"
,17-11-1974,,1003 ,,"19,25,29,37,41,48"
,17-11-1974,,1002 ,,"8,18,20,29,34,40"
,10-11-1974,,1001 ,,"2,5,9,16,22,42"
,10-11-1974,,1000 ,,"2,6,7,25,28,33"
,03-11-1974,,999 ,,"6,15,20,27,37,40"
,03-11-1974,,998 ,,"16,21,28,33,40,46"
,27-10-1974,,997 ,,"16,25,33,37,38,49"
,20-10-1974,,996 ,,"5,8,11,13,35,49"
,28-12-1958,,98 ,,"2,22,23,33,41,43"
,27-12-1959,,150 ,,"14,16,32,35,38,49"
,25-12-1960,,202 ,,"15,18,20,21,25,30"
,31-12-1961,,255 ,,"6,9,13,20,24,26"
,28-12-1975,,1119 ,,"1,2,11,15,28,46"
,26-12-1976,,1223 ,,"5,8,35,36,45,47"
,27-03-1966,,478 ,,"6,9,20,34,40,42"
,20-03-1966,,477 ,,"1,18,25,39,41,43"
,13-03-1966,,476 ,,"2,12,18,25,30,35"
,06-03-1966,,475 ,,"1,3,11,21,25,32"
,06-03-1966,,474 ,,"1,7,14,23,35,36"
,27-02-1966,,473 ,,"1,3,7,11,25,39"
,20-02-1966,,472 ,,"12,13,26,36,40,45"
,13-02-1966,,471 ,,"1,14,20,25,27,31"
,06-02-1966,,470 ,,"3,22,31,34,41,44"
,30-01-1966,,469 ,,"3,22,24,28,46,48"
,23-01-1966,,468 ,,"2,4,7,23,31,36"
,16-01-1966,,467 ,,"11,18,19,31,33,42"
,09-01-1966,,466 ,,"17,23,26,30,31,32"
,02-01-1966,,465 ,,"3,6,8,14,39,43"
,22-12-1957,,47 ,,"8,15,24,27,37,46"
,15-08-1971,,767 ,,"17,24,29,30,37,40"
,08-08-1971,,766 ,,"7,8,14,18,35,42"
,01-08-1971,,765 ,,"5,13,18,23,30,32"
,25-07-1971,,764 ,,"8,22,27,38,44,48"
,18-07-1971,,763 ,,"9,17,18,30,32,38"
,11-07-1971,,762 ,,"5,13,20,24,39,43"
,04-07-1971,,761 ,,"20,27,30,38,47,49"
,27-06-1971,,760 ,,"15,27,34,40,43,48"
,20-06-1971,,759 ,,"3,4,18,19,33,34"
,13-06-1971,,758 ,,"22,24,28,37,41,48"
,06-06-1971,,757 ,,"14,15,37,40,42,45"
,30-05-1971,,756 ,,"13,15,20,29,40,49"
,23-05-1971,,755 ,,"9,24,26,30,35,36"
,16-05-1971,,754 ,,"9,18,32,36,38,47"
,16-09-1973,,913 ,,"10,14,19,20,42,49"
,09-09-1973,,912 ,,"1,33,35,36,40,46"
,09-09-1973,,911 ,,"10,15,18,20,40,49"
,02-09-1973,,910 ,,"4,9,12,22,36,41"
,02-09-1973,,909 ,,"10,33,40,43,44,45"
,26-08-1973,,908 ,,"5,11,12,22,31,48"
,19-08-1973,,907 ,,"4,15,24,30,41,45"
,12-08-1973,,906 ,,"7,19,22,32,37,46"
,12-08-1973,,905 ,,"26,28,31,32,42,44"
,05-08-1973,,904 ,,"4,13,25,27,47,48"
,05-08-1973,,903 ,,"1,15,17,18,35,38"
,29-07-1973,,902 ,,"6,15,23,24,34,43"
,22-07-1973,,901 ,,"13,15,22,25,29,42"
,15-07-1973,,900 ,,"6,29,34,35,36,41"
,08-07-1973,,899 ,,"5,7,8,11,19,35"
,08-07-1973,,898 ,,"23,30,39,44,46,47"
,01-07-1973,,897 ,,"18,20,27,33,34,40"
,06-09-1970,,715 ,,"1,11,12,34,46,48"
,30-08-1970,,714 ,,"13,20,26,36,42,44"
,23-08-1970,,713 ,,"15,20,22,36,37,44"
,16-08-1970,,712 ,,"7,10,11,23,24,28"
,09-08-1970,,711 ,,"14,21,24,26,38,44"
,02-08-1970,,710 ,,"7,19,36,41,44,48"
,26-07-1970,,709 ,,"5,18,22,24,30,34"
,19-07-1970,,708 ,,"3,4,6,7,15,25"
,12-07-1970,,707 ,,"4,10,15,22,24,45"
,05-07-1970,,706 ,,"3,6,9,12,20,41"
,28-06-1970,,705 ,,"1,4,11,18,33,44"
,21-06-1970,,704 ,,"1,10,22,30,45,47"
,14-06-1970,,703 ,,"14,17,22,25,45,46"
,07-06-1970,,702 ,,"1,20,31,38,45,49"
,31-05-1970,,701 ,,"10,18,23,37,38,47"
,24-05-1970,,700 ,,"12,27,28,34,37,39"
,08-10-1972,,841 ,,"2,8,10,21,27,47"
,01-10-1972,,840 ,,"6,18,23,32,39,49"
,01-10-1972,,839 ,,"6,29,30,36,43,48"
,24-09-1972,,838 ,,"2,9,10,15,43,46"
,17-09-1972,,837 ,,"2,8,18,30,44,46"
,10-09-1972,,836 ,,"4,8,14,22,26,27"
,10-09-1972,,835 ,,"8,14,17,18,24,33"
,03-09-1972,,834 ,,"21,24,28,34,42,44"
,27-08-1972,,833 ,,"7,16,25,34,37,46"
,20-08-1972,,832 ,,"2,5,11,21,27,44"
,13-08-1972,,831 ,,"1,9,11,12,13,19"
,13-08-1972,,830 ,,"14,15,27,42,43,49"
,06-08-1972,,829 ,,"8,9,21,35,38,48"
,30-07-1972,,828 ,,"2,12,13,16,41,43"
,23-07-1972,,827 ,,"7,13,25,28,36,39"
,13-10-1974,,995 ,,"11,21,23,24,33,44"
,13-10-1974,,994 ,,"11,20,26,31,35,36"
,06-10-1974,,993 ,,"3,15,20,31,42,47"
,06-10-1974,,992 ,,"3,17,23,31,39,41"
,29-09-1974,,991 ,,"3,6,7,18,27,49"
,22-09-1974,,990 ,,"1,2,12,31,39,42"
,15-09-1974,,989 ,,"1,14,22,25,29,31"
,08-09-1974,,988 ,,"1,19,24,35,37,39"
,08-09-1974,,987 ,,"4,21,22,25,44,47"
,01-09-1974,,986 ,,"1,15,22,30,35,40"
,01-09-1974,,985 ,,"2,19,24,26,39,47"
,25-08-1974,,984 ,,"13,32,36,45,47,48"
,18-08-1974,,983 ,,"6,9,10,20,29,42"
,11-08-1974,,982 ,,"4,8,23,27,28,41"
,11-08-1974,,981 ,,"8,9,19,31,34,38"
,04-08-1974,,980 ,,"5,6,15,19,40,45"
,04-08-1974,,979 ,,"4,5,17,20,35,46"
,21-12-1958,,97 ,,"11,13,14,28,29,33"
,14-12-1958,,96 ,,"1,3,10,34,35,41"
,07-12-1958,,95 ,,"18,19,32,33,38,45"
,30-11-1958,,94 ,,"9,21,24,25,33,39"
,23-11-1958,,93 ,,"6,11,16,18,35,45"
,16-11-1958,,92 ,,"11,29,31,36,44,45"
,09-11-1958,,91 ,,"8,10,31,34,39,41"
,02-11-1958,,90 ,,"5,8,18,21,38,39"
,26-10-1958,,89 ,,"16,25,31,32,45,49"
,19-10-1958,,88 ,,"1,2,13,17,37,42"
,12-10-1958,,87 ,,"8,15,17,33,34,48"
,05-10-1958,,86 ,,"4,11,14,23,36,44"
,28-09-1958,,85 ,,"12,16,21,28,36,49"
,21-09-1958,,84 ,,"9,23,26,29,31,42"
,14-09-1958,,83 ,,"13,16,18,19,30,35"
,07-09-1958,,82 ,,"10,16,23,26,30,39"
,31-08-1958,,81 ,,"30,31,32,41,46,49"
,24-08-1958,,80 ,,"17,21,27,35,41,49"
,17-08-1958,,79 ,,"34,35,37,38,39,45"
,10-08-1958,,78 ,,"4,9,16,26,27,46"
,03-08-1958,,77 ,,"2,4,22,31,32,43"
,27-07-1958,,76 ,,"19,21,22,25,36,44"
,20-07-1958,,75 ,,"1,7,17,18,29,33"
,20-12-1959,,149 ,,"1,13,14,19,20,44"
,13-12-1959,,148 ,,"15,18,28,38,40,46"
,06-12-1959,,147 ,,"9,20,30,37,40,47"
,29-11-1959,,146 ,,"1,3,10,20,30,46"
,22-11-1959,,145 ,,"1,14,19,23,44,45"
,15-11-1959,,144 ,,"5,15,18,28,41,43"
,08-11-1959,,143 ,,"3,6,16,23,31,35"
,01-11-1959,,142 ,,"4,8,24,32,34,47"
,25-10-1959,,141 ,,"22,24,27,30,37,43"
,18-10-1959,,140 ,,"12,15,25,34,45,46"
,11-10-1959,,139 ,,"5,12,22,25,36,47"
,04-10-1959,,138 ,,"12,15,17,26,40,42"
,27-09-1959,,137 ,,"2,5,10,19,42,46"
,20-09-1959,,136 ,,"1,18,27,32,33,35"
,13-09-1959,,135 ,,"8,10,12,27,33,35"
,18-12-1960,,201 ,,"4,19,24,42,44,47"
,11-12-1960,,200 ,,"25,31,32,33,36,46"
,04-12-1960,,199 ,,"1,7,9,28,33,44"
,27-11-1960,,198 ,,"1,5,10,14,28,42"
,20-11-1960,,197 ,,"3,4,5,10,20,22"
,13-11-1960,,196 ,,"2,12,25,28,37,38"
,06-11-1960,,195 ,,"6,15,17,20,34,41"
,30-10-1960,,194 ,,"8,17,30,36,39,49"
,23-10-1960,,193 ,,"4,10,19,28,41,43"
,16-10-1960,,192 ,,"11,25,32,34,36,42"
